,ano,id_municipio,municipio,total_roubos,total_furtos,pol_civis_mortos_serv,pol_militares_mortos_serv,lat_long,populacao
0,2014,3300100,angra dos reis,201.69,690.49,0.0,0.0,"-23.0091159353,-44.3196272623",210171
1,2015,3300100,angra dos reis,192.8,599.12,0.0,0.0,"-23.0091159353,-44.3196272623",210171
2,2016,3300100,angra dos reis,339.94,516.44,0.0,0.0,"-23.0091159353,-44.3196272623",210171
3,2017,3300100,angra dos reis,344.26,355.05,0.0,0.0,"-23.0091159353,-44.3196272623",210171
4,2018,3300100,angra dos reis,363.26,356.77,0.0,2.22,"-23.0091159353,-44.3196272623",210171
5,2019,3300100,angra dos reis,292.47,292.96,0.0,0.0,"-23.0091159353,-44.3196272623",210171
6,2020,3300100,angra dos reis,117.37,221.21,0.0,0.0,"-23.0091159353,-44.3196272623",210171
7,2014,3300209,araruama,281.11,1079.8,0.0,0.0,"-22.8774383874,-42.3410960232",136109
8,2015,3300209,araruama,267.77,1048.31,0.0,0.0,"-22.8774383874,-42.3410960232",136109
9,2016,3300209,araruama,452.22,954.06,0.0,0.0,"-22.8774383874,-42.3410960232",136109
10,2017,3300209,araruama,548.36,810.31,0.0,0.0,"-22.8774383874,-42.3410960232",136109
11,2018,3300209,araruama,420.89,913.84,0.0,0.0,"-22.8774383874,-42.3410960232",136109
12,2019,3300209,araruama,391.99,962.99,0.0,0.0,"-22.8774383874,-42.3410960232",136109
13,2020,3300209,araruama,221.9,714.85,0.0,0.0,"-22.8774383874,-42.3410960232",136109
14,2014,3300308,barra do pirai,46.6,409.04,0.0,0.0,"-22.4695962921,-43.8284524538",101139
15,2015,3300308,barra do pirai,36.13,381.97,0.0,0.0,"-22.4695962921,-43.8284524538",101139
16,2016,3300308,barra do pirai,58.67,377.76,0.0,0.0,"-22.4695962921,-43.8284524538",101139
17,2017,3300308,barra do pirai,63.62,342.7,0.0,0.0,"-22.4695962921,-43.8284524538",101139
18,2018,3300308,barra do pirai,65.02,357.11,0.0,2.22,"-22.4695962921,-43.8284524538",101139
19,2019,3300308,barra do pirai,68.74,350.69,0.0,0.0,"-22.4695962921,-43.8284524538",101139
20,2020,3300308,barra do pirai,42.67,234.21,0.0,0.0,"-22.4695962921,-43.8284524538",101139
21,2014,3300407,barra mansa,113.52,642.75,0.0,0.0,"-22.5453011339,-44.1724313737",185237
22,2015,3300407,barra mansa,145.07,603.62,0.0,0.0,"-22.5453011339,-44.1724313737",185237
23,2016,3300407,barra mansa,204.3,641.77,0.0,0.0,"-22.5453011339,-44.1724313737",185237
24,2017,3300407,barra mansa,146.56,426.86,0.0,0.0,"-22.5453011339,-44.1724313737",185237
25,2018,3300407,barra mansa,126.65,460.93,0.0,0.0,"-22.5453011339,-44.1724313737",185237
26,2019,3300407,barra mansa,144.78,405.07,0.0,0.0,"-22.5453011339,-44.1724313737",185237
27,2020,3300407,barra mansa,88.19,269.97,0.0,0.0,"-22.5453011339,-44.1724313737",185237
28,2014,3300456,belford roxo,826.06,341.06,0.0,0.0,"-22.7645559675,-43.3996249708",515239
29,2015,3300456,belford roxo,648.89,359.36,0.0,0.0,"-22.7645559675,-43.3996249708",515239
30,2016,3300456,belford roxo,1029.26,310.64,0.0,6.51,"-22.7645559675,-43.3996249708",515239
31,2017,3300456,belford roxo,1181.16,243.25,0.0,2.15,"-22.7645559675,-43.3996249708",515239
32,2018,3300456,belford roxo,1503.1,232.59,0.0,2.22,"-22.7645559675,-43.3996249708",515239
33,2019,3300456,belford roxo,1343.3,250.34,0.0,0.0,"-22.7645559675,-43.3996249708",515239
34,2020,3300456,belford roxo,964.11,215.35,0.0,2.26,"-22.7645559675,-43.3996249708",515239
35,2014,3300704,cabo frio,454.31,1308.16,0.0,0.0,"-22.8807646671,-42.0200748019",234077
36,2015,3300704,cabo frio,343.49,1098.58,0.0,0.0,"-22.8807646671,-42.0200748019",234077
37,2016,3300704,cabo frio,448.45,849.31,0.0,0.0,"-22.8807646671,-42.0200748019",234077
38,2017,3300704,cabo frio,485.58,798.5,0.0,0.0,"-22.8807646671,-42.0200748019",234077
39,2018,3300704,cabo frio,431.41,648.01,0.0,0.0,"-22.8807646671,-42.0200748019",234077
40,2019,3300704,cabo frio,455.58,829.93,0.0,0.0,"-22.8807646671,-42.0200748019",234077
41,2020,3300704,cabo frio,272.6,671.51,0.0,0.0,"-22.8807646671,-42.0200748019",234077
42,2014,3300803,cachoeiras de macacu,132.22,562.83,0.0,0.0,"-22.4675708722,-42.6631643573",59652
43,2015,3300803,cachoeiras de macacu,85.27,607.57,0.0,0.0,"-22.4675708722,-42.6631643573",59652
44,2016,3300803,cachoeiras de macacu,272.07,666.04,0.0,0.0,"-22.4675708722,-42.6631643573",59652
45,2017,3300803,cachoeiras de macacu,182.3,583.72,0.0,0.0,"-22.4675708722,-42.6631643573",59652
46,2018,3300803,cachoeiras de macacu,350.07,452.53,0.0,0.0,"-22.4675708722,-42.6631643573",59652
47,2019,3300803,cachoeiras de macacu,271.48,446.24,0.0,0.0,"-22.4675708722,-42.6631643573",59652
48,2020,3300803,cachoeiras de macacu,131.53,296.78,0.0,0.0,"-22.4675708722,-42.6631643573",59652
49,2014,3301009,campos dos goytacazes,386.77,787.06,0.0,0.0,"-21.7518986321,-41.3304764919",514643
50,2015,3301009,campos dos goytacazes,289.69,737.24,0.0,0.0,"-21.7518986321,-41.3304764919",514643
51,2016,3301009,campos dos goytacazes,464.71,653.34,0.0,2.17,"-21.7518986321,-41.3304764919",514643
52,2017,3301009,campos dos goytacazes,422.0,583.13,0.0,0.0,"-21.7518986321,-41.3304764919",514643
53,2018,3301009,campos dos goytacazes,471.17,641.41,0.0,0.0,"-21.7518986321,-41.3304764919",514643
54,2019,3301009,campos dos goytacazes,317.21,618.27,0.0,2.26,"-21.7518986321,-41.3304764919",514643
55,2020,3301009,campos dos goytacazes,180.96,401.82,0.0,0.0,"-21.7518986321,-41.3304764919",514643
56,2014,3301702,duque de caxias,1554.87,814.55,0.0,0.0,"-22.7852532497,-43.3098880717",929449
57,2015,3301702,duque de caxias,1142.82,904.92,0.0,4.14,"-22.7852532497,-43.3098880717",929449
58,2016,3301702,duque de caxias,1779.08,657.45,0.0,0.0,"-22.7852532497,-43.3098880717",929449
59,2017,3301702,duque de caxias,1899.33,525.03,0.0,4.29,"-22.7852532497,-43.3098880717",929449
60,2018,3301702,duque de caxias,2001.57,549.22,0.0,2.22,"-22.7852532497,-43.3098880717",929449
61,2019,3301702,duque de caxias,1729.78,642.13,0.0,2.26,"-22.7852532497,-43.3098880717",929449
62,2020,3301702,duque de caxias,1158.52,399.3,0.0,2.26,"-22.7852532497,-43.3098880717",929449
63,2014,3301850,guapimirim,318.2,571.68,0.0,0.0,"-22.5195957941,-42.9783297043",62225
64,2015,3301850,guapimirim,337.96,541.45,0.0,0.0,"-22.5195957941,-42.9783297043",62225
65,2016,3301850,guapimirim,663.69,607.65,0.0,0.0,"-22.5195957941,-42.9783297043",62225
66,2017,3301850,guapimirim,618.08,550.75,0.0,0.0,"-22.5195957941,-42.9783297043",62225
67,2018,3301850,guapimirim,538.47,531.76,0.0,0.0,"-22.5195957941,-42.9783297043",62225
68,2019,3301850,guapimirim,426.33,563.48,0.0,0.0,"-22.5195957941,-42.9783297043",62225
69,2020,3301850,guapimirim,273.67,337.2,0.0,0.0,"-22.5195957941,-42.9783297043",62225
70,2014,3301900,itaborai,721.05,811.73,0.0,0.0,"-22.7458630174,-42.8603434262",244416
71,2015,3301900,itaborai,559.81,796.05,0.0,0.0,"-22.7458630174,-42.8603434262",244416
72,2016,3301900,itaborai,1229.71,650.82,0.0,0.0,"-22.7458630174,-42.8603434262",244416
73,2017,3301900,itaborai,1267.67,508.19,0.0,0.0,"-22.7458630174,-42.8603434262",244416
74,2018,3301900,itaborai,1659.02,422.72,0.0,0.0,"-22.7458630174,-42.8603434262",244416
75,2019,3301900,itaborai,1140.52,480.48,0.0,0.0,"-22.7458630174,-42.8603434262",244416
76,2020,3301900,itaborai,572.68,327.78,0.0,0.0,"-22.7458630174,-42.8603434262",244416
77,2014,3302007,itaguai,788.93,1126.31,0.0,0.0,"-22.8712507684,-43.7750406349",136547
78,2015,3302007,itaguai,1189.33,1180.93,0.0,0.0,"-22.8712507684,-43.7750406349",136547
79,2016,3302007,itaguai,1313.14,923.42,0.0,0.0,"-22.8712507684,-43.7750406349",136547
80,2017,3302007,itaguai,1308.34,554.06,0.0,0.0,"-22.8712507684,-43.7750406349",136547
81,2018,3302007,itaguai,988.78,515.44,0.0,2.22,"-22.8712507684,-43.7750406349",136547
82,2019,3302007,itaguai,879.57,597.66,0.0,2.26,"-22.8712507684,-43.7750406349",136547
83,2020,3302007,itaguai,339.71,478.42,0.0,0.0,"-22.8712507684,-43.7750406349",136547
84,2014,3302205,itaperuna,43.65,600.89,0.0,0.0,"-21.2105910848,-41.8862031767",104354
85,2015,3302205,itaperuna,16.16,605.93,0.0,0.0,"-21.2105910848,-41.8862031767",104354
86,2016,3302205,itaperuna,65.32,641.18,0.0,0.0,"-21.2105910848,-41.8862031767",104354
87,2017,3302205,itaperuna,64.0,478.01,0.0,2.15,"-21.2105910848,-41.8862031767",104354
88,2018,3302205,itaperuna,66.26,484.28,0.0,0.0,"-21.2105910848,-41.8862031767",104354
89,2019,3302205,itaperuna,70.72,481.48,0.0,0.0,"-21.2105910848,-41.8862031767",104354
90,2020,3302205,itaperuna,37.57,289.02,0.0,0.0,"-21.2105910848,-41.8862031767",104354
91,2014,3302270,japeri,253.17,372.2,0.0,0.0,"-22.6448185711,-43.653785801",106296
92,2015,3302270,japeri,394.54,313.43,0.0,0.0,"-22.6448185711,-43.653785801",106296
93,2016,3302270,japeri,815.42,267.5,0.0,0.0,"-22.6448185711,-43.653785801",106296
94,2017,3302270,japeri,635.14,257.81,0.0,2.15,"-22.6448185711,-43.653785801",106296
95,2018,3302270,japeri,552.14,279.92,0.0,2.22,"-22.6448185711,-43.653785801",106296
96,2019,3302270,japeri,589.87,312.12,0.0,0.0,"-22.6448185711,-43.653785801",106296
97,2020,3302270,japeri,297.49,235.91,0.0,0.0,"-22.6448185711,-43.653785801",106296
98,2014,3302403,macae,755.58,978.99,0.0,0.0,"-22.3687049744,-41.7750642855",266136
99,2015,3302403,macae,590.72,961.52,0.0,0.0,"-22.3687049744,-41.7750642855",266136
100,2016,3302403,macae,815.55,838.1,0.0,0.0,"-22.3687049744,-41.7750642855",266136
101,2017,3302403,macae,567.3,668.06,20.02,0.0,"-22.3687049744,-41.7750642855",266136
102,2018,3302403,macae,629.89,593.33,0.0,2.22,"-22.3687049744,-41.7750642855",266136
103,2019,3302403,macae,529.08,642.06,0.0,0.0,"-22.3687049744,-41.7750642855",266136
104,2020,3302403,macae,266.92,372.47,0.0,0.0,"-22.3687049744,-41.7750642855",266136
105,2014,3302502,mage,474.67,595.8,0.0,0.0,"-22.6543487574,-43.0402461327",247741
106,2015,3302502,mage,405.86,713.35,0.0,0.0,"-22.6543487574,-43.0402461327",247741
107,2016,3302502,mage,816.69,644.89,0.0,0.0,"-22.6543487574,-43.0402461327",247741
108,2017,3302502,mage,930.0,521.44,0.0,2.15,"-22.6543487574,-43.0402461327",247741
109,2018,3302502,mage,752.29,498.24,0.0,0.0,"-22.6543487574,-43.0402461327",247741
110,2019,3302502,mage,544.33,503.53,0.0,0.0,"-22.6543487574,-43.0402461327",247741
111,2020,3302502,mage,351.82,335.99,0.0,0.0,"-22.6543487574,-43.0402461327",247741
112,2014,3302700,marica,497.52,935.64,0.0,0.0,"-22.9169553374,-42.8198241148",167668
113,2015,3302700,marica,469.47,1046.07,0.0,0.0,"-22.9169553374,-42.8198241148",167668
114,2016,3302700,marica,657.88,1075.56,0.0,2.17,"-22.9169553374,-42.8198241148",167668
115,2017,3302700,marica,777.74,878.39,0.0,0.0,"-22.9169553374,-42.8198241148",167668
116,2018,3302700,marica,705.37,714.88,0.0,0.0,"-22.9169553374,-42.8198241148",167668
117,2019,3302700,marica,530.37,738.8,0.0,0.0,"-22.9169553374,-42.8198241148",167668
118,2020,3302700,marica,373.24,643.15,0.0,0.0,"-22.9169553374,-42.8198241148",167668
119,2014,3302858,mesquita,1501.7,688.67,0.0,0.0,"-22.7680879226,-43.4292237631",177016
